CODPARC;NUMCONTRATO;DTCONTRATO;STATUSCONTRATO;CEP
226238;568757;2023-12-15 09:07:26.000;SUSPENSO;30295320
226245;568908;2023-12-19 09:18:20.000;SUSPENSO;31998250
226248;568769;2023-12-15 10:56:13.000;CARENCIA;31810490
226249;568770;2023-12-15 11:05:27.000;ATIVO;31255240
226250;568773;2023-12-15 11:20:06.000;CARENCIA;31652020
226251;568775;2023-12-15 11:48:23.000;CARENCIA;31230310
226256;568781;2023-12-15 13:22:36.000;SUSPENSO;31970318
226258;568782;2023-12-15 13:43:49.000;CARENCIA;31998257
226265;568789;2023-12-15 14:53:21.000;CARENCIA;30626498
226266;568790;2023-12-15 14:58:10.000;SUSPENSO;31360030
226271;568793;2023-12-15 15:35:30.000;SUSPENSO;31525040
226272;568794;2023-12-15 16:05:00.000;CARENCIA;31810540
226279;451234;2019-01-29 00:00:00.000;ATIVO;30315350
226299;568805;2023-12-16 10:19:48.000;ATIVO;31910190
226305;568813;2023-12-16 11:33:01.000;CARENCIA;31230640
226358;568826;2023-12-18 09:21:33.000;CARENCIA;30666759
226360;568828;2023-12-18 09:49:05.000;CARENCIA;31741500
226364;564720;2023-10-09 10:32:42.000;ATIVO;31110200
226365;568834;2023-12-18 10:30:56.000;ATIVO;30310090
226369;568836;2023-12-18 10:43:25.000;SUSPENSO;31255150
226373;568846;2023-12-18 11:13:06.000;CARENCIA;30295270
226378;568860;2023-12-18 13:15:54.000;CARENCIA;30668080
226379;568862;2023-12-18 13:39:28.000;ATIVO;31573060
226381;568867;2023-12-18 14:20:15.000;CARENCIA;30421257
226384;568869;2023-12-18 14:55:29.000;SUSPENSO;30622725
226386;568871;2023-12-18 15:03:00.000;CARENCIA;30160906
226387;568874;2023-12-18 15:19:15.000;CARENCIA;31630560
226393;568879;2023-12-18 15:47:16.000;ATIVO;30441180
226395;568881;2023-12-18 15:58:05.000;CARENCIA;31615625
226396;568882;2023-12-18 16:05:14.000;ATIVO;31814030
226397;568886;2023-12-18 16:23:52.000;CARENCIA;31575576
226402;568891;2023-12-18 17:16:36.000;SUSPENSO;30250437
226404;568893;2023-12-18 17:37:04.000;CARENCIA;30250437
226418;568898;2023-12-19 08:09:24.000;CARENCIA;30250090
226422;568903;2023-12-19 08:47:53.000;ATIVO;31930450
226430;568909;2023-12-19 09:28:07.000;CARENCIA;31744308
226442;568915;2023-12-19 10:19:55.000;SUSPENSO;31615420
226446;568918;2023-12-19 10:45:51.000;CARENCIA;31270160
226451;441051;2017-02-01 00:00:00.000;ATIVO;30575310
226453;568926;2023-12-19 11:42:16.000;ATIVO;31050280
226467;568944;2023-12-19 14:54:54.000;SUSPENSO;31985060
226468;568947;2023-12-19 15:23:31.000;ATIVO;30626420
226469;568945;2023-12-19 15:08:06.000;SUSPENSO;31360550
226476;568957;2023-12-19 17:31:15.000;CARENCIA;30690160
226492;568965;2023-12-20 08:15:45.000;CARENCIA;30644020
226495;568973;2023-12-20 09:00:27.000;SUSPENSO;30290610
226496;568981;2023-12-20 09:52:31.000;ATIVO;31610250
226497;568974;2023-12-20 09:15:58.000;SUSPENSO;30670170
226499;568979;2023-12-20 09:38:28.000;CARENCIA;31170680
226503;568985;2023-12-20 10:22:08.000;CARENCIA;30550162
226505;568986;2023-12-20 10:54:39.000;CARENCIA;31920400
226526;569008;2023-12-20 13:27:27.000;CARENCIA;31615280
226533;569012;2023-12-20 14:11:29.000;CARENCIA;31540421
226535;569014;2023-12-20 14:26:21.000;SUSPENSO;31540421
226537;569016;2023-12-20 14:30:22.000;CARENCIA;30295290
226542;478445;2020-08-04 16:39:44.000;ATIVO;30720380
226543;569028;2023-12-20 15:21:59.000;ATIVO;30626495
226545;569021;2023-12-20 15:01:07.000;ATIVO;31050250
226546;569023;2023-12-20 15:08:46.000;ATIVO;31741330
226555;569036;2023-12-20 16:03:52.000;SUSPENSO;31575580
226557;569040;2023-12-20 16:20:05.000;SUSPENSO;31540421
226567;569047;2023-12-20 17:15:10.000;ATIVO;31565480
226568;569049;2023-12-20 17:34:09.000;SUSPENSO;31150350
226571;569052;2023-12-20 17:46:32.000;SUSPENSO;31030211
226572;569053;2023-12-20 18:01:40.000;CARENCIA;31985130
226573;569054;2023-12-20 18:08:47.000;SUSPENSO;30250435
226589;569071;2023-12-20 19:32:34.000;CARENCIA;31950620
226613;569092;2023-12-21 09:44:44.000;CARENCIA;30335270
226621;569098;2023-12-21 10:16:29.000;SUSPENSO;31742541
226626;569107;2023-12-21 10:52:28.000;SUSPENSO;31030211
226628;569108;2023-12-21 10:56:04.000;CARENCIA;31540630
226630;569109;2023-12-21 11:02:52.000;SUSPENSO;30710340
226631;569111;2023-12-21 11:12:23.000;CARENCIA;30670559
226633;467334;2019-12-13 00:00:00.000;ATIVO;30421389
226643;569136;2023-12-21 13:39:30.000;ATIVO;30644040
226649;569138;2023-12-21 13:58:45.000;SUSPENSO;31814010
226660;569143;2023-12-21 14:53:14.000;SUSPENSO;31652293
226661;569144;2023-12-21 15:09:36.000;CARENCIA;31255210
226665;569147;2023-12-21 15:53:12.000;SUSPENSO;31872210
226666;569148;2023-12-21 16:08:39.000;SUSPENSO;31975090
226669;569151;2023-12-21 16:32:01.000;SUSPENSO;30250437
226670;569152;2023-12-21 16:32:27.000;CARENCIA;30820540
226671;569153;2023-12-21 16:38:06.000;ATIVO;30230480
226681;569162;2023-12-21 19:18:44.000;SUSPENSO;30510670
226698;569163;2023-12-22 08:34:29.000;CARENCIA;30668850
226701;569165;2024-01-11 00:00:00.000;CARENCIA;31742055
226702;569167;2023-12-22 09:06:18.000;CARENCIA;31720370
226707;569171;2023-12-22 10:00:20.000;CARENCIA;31310060
226710;569175;2023-12-22 10:40:33.000;SUSPENSO;31741330
226712;569180;2023-12-22 11:06:16.000;ATIVO;30285350
226713;569178;2023-12-22 10:58:55.000;SUSPENSO;31742645
226719;569183;2023-12-22 11:27:11.000;CARENCIA;30240410
226720;569184;2023-12-22 11:33:18.000;CARENCIA;31255240
226726;569189;2023-12-22 12:17:36.000;CARENCIA;30666788
226730;569191;2023-12-22 12:49:37.000;CARENCIA;31110070
226731;569196;2023-12-22 13:42:49.000;CARENCIA;31250130
226739;569201;2023-12-22 15:03:19.000;CARENCIA;31650700
226741;569202;2023-12-22 15:56:19.000;ATIVO;31930750
226745;569207;2023-12-22 16:27:37.000;CARENCIA;31255620
226766;569214;2023-12-23 10:27:19.000;CARENCIA;30295270
226768;569215;2023-12-23 11:20:42.000;ATIVO;31150123
226835;569342;2023-12-28 16:02:12.000;ATIVO;30280200
226850;530287;2022-08-05 14:07:32.000;ATIVO;31680290
226856;569222;2023-12-26 10:07:26.000;NEFETIVADO;31370589
226861;481808;2020-09-24 11:14:54.000;ATIVO;30664740
226864;569229;2023-12-26 11:16:24.000;CARENCIA;31235210
226868;569251;2023-12-26 14:13:22.000;SUSPENSO;30670570
226869;569253;2023-12-26 15:25:54.000;CARENCIA;31050730
226872;569254;2023-12-26 16:24:30.000;CARENCIA;30421448
226893;569259;2023-12-27 08:45:10.000;CARENCIA;31998030
226896;569267;2023-12-27 09:33:53.000;CARENCIA;30290030
226897;569269;2023-12-27 10:01:02.000;CARENCIA;30620300
226901;569271;2023-12-27 10:33:38.000;CARENCIA;31660093
226908;569288;2023-12-27 13:23:19.000;CARENCIA;30668850
226912;569289;2023-12-27 13:36:26.000;CARENCIA;31540440
226914;569291;2023-12-27 13:59:24.000;CARENCIA;31540150
226918;569294;2023-12-27 15:33:41.000;CARENCIA;30330330
226927;569300;2023-12-27 18:23:14.000;SUSPENSO;30670300
226934;569301;2023-12-28 08:04:50.000;CARENCIA;30672130
226941;569312;2023-12-28 09:38:40.000;ATIVO;31746150
226949;569322;2023-12-28 12:47:50.000;ATIVO;31573140
226950;569324;2023-12-28 12:51:08.000;CARENCIA;31035160
226953;569326;2023-12-28 13:02:20.000;CARENCIA;31080154
226956;569362;2023-12-29 10:29:49.000;ATIVO;31035470
226960;569340;2023-12-28 15:21:19.000;SUSPENSO;31540240
226961;569344;2023-12-28 16:17:43.000;ATIVO;31872580
226962;569345;2023-12-28 16:28:57.000;ATIVO;30666380
226965;569346;2023-12-28 17:01:00.000;CARENCIA;30285150
226973;488171;2020-12-07 10:11:44.000;ATIVO;31950602
226975;569350;2023-12-28 19:49:18.000;CARENCIA;31210190
226994;569353;2023-12-29 08:38:09.000;CARENCIA;30310580
226995;569354;2023-12-29 08:49:39.000;CARENCIA;30580180
226998;569582;2024-01-08 12:25:20.000;CARENCIA;31910600
227001;569361;2023-12-29 10:16:21.000;CARENCIA;31930750
227002;569366;2023-12-29 11:24:28.000;CARENCIA;30620730
227005;569370;2023-12-29 11:59:48.000;CARENCIA;31810530
227006;569371;2023-12-29 12:16:38.000;CARENCIA;31080250
227010;569379;2023-12-29 13:20:00.000;ATIVO;31640554
227012;569382;2023-12-29 13:53:04.000;SUSPENSO;31580270
227014;569384;2023-12-29 14:03:48.000;SUSPENSO;31230100
227017;569386;2023-12-29 15:40:22.000;CARENCIA;31580250
227018;569387;2023-12-29 15:49:36.000;CARENCIA;30673158
227024;569391;2023-12-29 17:01:13.000;ATIVO;30111000
227090;569394;2024-01-02 08:36:59.000;CARENCIA;31540130
227101;569405;2024-01-02 12:03:26.000;CARENCIA;32185410
227104;569408;2024-01-02 12:53:15.000;ATIVO;30530190
227105;569409;2024-01-02 12:55:02.000;CARENCIA;30690250
227111;569419;2024-01-02 14:14:21.000;CARENCIA;30421049
227113;569420;2024-01-02 14:41:43.000;CARENCIA;31840230
227130;569426;2024-01-03 08:29:07.000;ATIVO;30530710
227131;569429;2024-01-03 08:48:34.000;CARENCIA;30285070
227132;569430;2024-01-03 08:51:38.000;CARENCIA;30690270
227140;569439;2024-01-03 10:29:38.000;CARENCIA;31920550
227141;569440;2024-01-03 10:33:10.000;NEFETIVADO;31050320
227142;569443;2024-01-03 11:01:33.000;ATIVO;30850540
227148;569450;2024-01-03 12:58:05.000;CARENCIA;30285320
227153;569455;2024-01-03 14:29:14.000;CARENCIA;30421448
227154;569456;2024-01-03 14:43:21.000;CARENCIA;30285220
227155;569457;2024-01-03 15:20:29.000;SUSPENSO;31650065
227158;569458;2024-01-03 16:40:52.000;CARENCIA;30855260
227183;569459;2024-01-04 07:46:30.000;CARENCIA;31975040
227185;569460;2024-01-04 08:21:42.000;SUSPENSO;30286070
227189;569463;2024-01-04 09:32:11.000;CARENCIA;31720160
227192;569467;2024-01-04 09:55:54.000;CARENCIA;31872040
227197;569473;2024-01-04 10:35:18.000;CARENCIA;31975230
227200;569477;2024-01-04 12:07:20.000;CARENCIA;31840220
227201;569478;2024-01-04 12:26:41.000;CARENCIA;30660042
227211;569491;2024-01-04 15:22:45.000;CARENCIA;30624390
227220;569495;2024-01-04 19:51:07.000;CARENCIA;31070380
227236;569496;2024-01-05 08:11:18.000;SUSPENSO;31990055
227245;569515;2024-01-05 11:05:25.000;CARENCIA;30670030
227263;569526;2024-01-05 13:38:41.000;CARENCIA;31540510
227265;569527;2024-01-05 13:50:17.000;CARENCIA;30881050
227275;569538;2024-01-05 16:11:31.000;CARENCIA;30660324
227276;569539;2024-01-05 16:13:13.000;CARENCIA;30270050
227277;569540;2024-01-05 16:16:01.000;SUSPENSO;31930650
227278;569541;2024-01-05 16:19:13.000;ATIVO;31155570
227283;569754;2024-01-11 14:14:39.000;ATIVO;31550620
227323;569549;2024-01-06 09:43:38.000;ATIVO;30280500
227324;569550;2024-01-06 09:47:41.000;CARENCIA;31748072
227325;569551;2024-01-06 10:00:18.000;CARENCIA;31748248
227377;569555;2024-01-08 08:05:59.000;SUSPENSO;31990350
227379;569557;2024-01-08 08:43:11.000;CARENCIA;31975040
227382;569559;2024-01-08 08:53:22.000;CARENCIA;30580310
227384;569563;2024-01-08 09:56:44.000;CARENCIA;30660065
227385;569566;2024-01-08 10:28:08.000;CARENCIA;30290090
227386;569567;2024-01-08 10:29:32.000;CARENCIA;31920710
227390;569575;2024-01-08 11:09:36.000;ATIVO;30240460
227402;569583;2024-01-08 12:38:56.000;CARENCIA;31570470
227403;569585;2024-01-08 13:07:51.000;CARENCIA;31050730
227405;569589;2024-01-08 14:34:07.000;CARENCIA;31050290
227406;569590;2024-01-08 14:38:14.000;CARENCIA;31910110
227409;569592;2024-01-08 15:01:00.000;ATIVO;30270360
227410;569594;2024-01-08 15:06:13.000;CARENCIA;31365000
227415;569597;2024-01-08 15:52:17.000;CARENCIA;31250540
227423;569601;2024-01-08 17:07:21.000;CARENCIA;31975270
227438;569606;2024-01-09 08:31:20.000;CARENCIA;30512570
227457;412089;2024-11-10 00:00:00.000;ATIVO;31741500
227462;569626;2024-01-09 11:18:39.000;CARENCIA;31742572
227464;569628;2024-01-09 11:30:19.000;CARENCIA;31970322
227465;569629;2024-01-09 11:32:03.000;CARENCIA;31360020
227468;569633;2024-01-09 12:11:29.000;SUSPENSO;31930580
227469;569635;2024-01-09 12:50:57.000;ATIVO;30240390
227471;569637;2024-01-09 13:32:13.000;CARENCIA;31970321
227472;569640;2024-01-09 13:46:07.000;SUSPENSO;31970321
227474;569643;2024-01-09 14:01:55.000;CARENCIA;31970322
227475;569644;2024-01-09 14:10:48.000;CARENCIA;31970321
227476;569645;2024-01-09 14:36:10.000;CARENCIA;31970155
227480;569650;2024-01-09 15:32:09.000;CARENCIA;31660050
227481;569651;2024-01-09 15:52:20.000;CARENCIA;30270380
227486;569655;2024-01-09 16:17:11.000;CARENCIA;31970595
227493;569657;2024-01-09 17:01:03.000;CARENCIA;30881230
227515;569661;2024-01-10 08:36:39.000;ATIVO;31920490
227518;569668;2024-01-10 09:03:31.000;CARENCIA;31995000
227524;569669;2024-01-10 09:16:58.000;SUSPENSO;31540550
227525;569670;2024-01-10 09:22:32.000;CARENCIA;30260495
227532;569677;2024-01-10 10:32:11.000;CARENCIA;30285150
227536;569679;2024-01-10 10:50:22.000;CARENCIA;31640016
227539;569680;2024-01-10 10:52:31.000;CARENCIA;31975320
227540;569681;2024-01-10 10:52:39.000;CARENCIA;30230536
227543;569683;2024-01-10 11:12:42.000;CARENCIA;31748195
227545;569687;2024-01-10 12:46:04.000;ATIVO;31812030
227558;569695;2024-01-10 14:30:33.000;CARENCIA;31230590
227561;569698;2024-01-10 14:52:23.000;CARENCIA;31975270
227567;569702;2024-01-10 15:15:19.000;CARENCIA;31970080
227569;569703;2024-01-10 15:30:34.000;CARENCIA;30820680
227573;569705;2024-01-10 15:36:15.000;CARENCIA;31170190
227575;569707;2024-01-10 15:48:49.000;CARENCIA;31920430
227580;569711;2024-01-10 17:13:15.000;ATIVO;31975270
227597;569717;2024-01-11 07:58:57.000;CARENCIA;30280500
227599;569718;2024-01-11 08:09:19.000;CARENCIA;31870390
227605;569722;2024-01-11 08:42:52.000;CARENCIA;31970322
227608;569724;2024-01-11 09:40:15.000;CARENCIA;30240331
227613;569728;2024-01-11 10:39:54.000;CARENCIA;30150225
227620;569730;2024-01-11 11:12:04.000;CARENCIA;31845400
227621;569732;2024-01-11 11:19:06.000;CARENCIA;31742755
227622;569733;2024-01-11 11:39:43.000;CARENCIA;30150320
227623;569734;2024-01-11 11:46:05.000;CARENCIA;30280400
227627;569745;2024-01-11 13:18:44.000;CARENCIA;30220421
227632;569748;2024-01-11 13:30:40.000;CARENCIA;30335270
227644;569757;2024-01-11 14:48:59.000;CARENCIA;30150341
227685;569770;2024-01-12 09:30:20.000;CARENCIA;30670370
227686;569772;2024-01-12 09:31:48.000;CARENCIA;31998668
227687;569774;2024-01-12 10:14:07.000;CARENCIA;30250427
227689;569778;2024-01-12 10:40:10.000;CARENCIA;31030430
227695;468056;2020-01-13 00:00:00.000;ATIVO;30514260
227696;569790;2024-01-12 12:04:25.000;CARENCIA;31744060
227704;569803;2024-01-12 13:54:47.000;CARENCIA;30260495
227706;569807;2024-01-12 14:26:45.000;CARENCIA;31975040
227707;569808;2024-01-12 14:41:39.000;CARENCIA;31998340
227709;569809;2024-01-12 14:42:14.000;CARENCIA;31140340
227713;569812;2024-01-12 15:06:29.000;CARENCIA;31070090
227714;569813;2024-01-12 15:26:59.000;CARENCIA;30250000
227716;569816;2024-01-12 15:57:45.000;CARENCIA;31970321
227745;569824;2024-01-13 09:24:12.000;CARENCIA;30290680
227747;569828;2024-01-13 11:17:07.000;CARENCIA;31748200
227749;569832;2024-01-13 13:55:52.000;NEFETIVADO;31030130
227792;569833;2024-01-15 08:22:08.000;CARENCIA;31872240
227793;569835;2024-01-15 08:47:12.000;NEFETIVADO;30295176
227795;569849;2024-01-15 12:12:30.000;SUSPENSO;31872056
227797;569839;2024-01-15 09:24:59.000;CARENCIA;31540670
227800;569841;2024-01-15 10:17:49.000;CARENCIA;31160372
227803;569845;2024-01-15 11:33:27.000;SUSPENSO;31998310
227839;569869;2024-01-16 09:19:44.000;CARENCIA;31998605
227841;569873;2024-01-16 09:42:39.000;CARENCIA;31655490
227842;569875;2024-01-16 10:20:22.000;CARENCIA;30622650
227849;569893;2024-01-16 12:39:55.000;CARENCIA;30664170
227851;569899;2024-01-16 13:35:46.000;CARENCIA;30662614
227854;569902;2024-01-16 14:35:21.000;CARENCIA;31746016
227855;569903;2024-01-16 14:45:43.000;CARENCIA;31260530
227859;569907;2024-01-16 16:08:17.000;CARENCIA;31744145
227861;569912;2024-01-16 18:29:05.000;CARENCIA;30770170
227874;569913;2024-01-17 08:26:44.000;CARENCIA;30286070
227875;569914;2024-01-17 08:37:18.000;CARENCIA;30240560
227877;569916;2024-01-17 08:41:52.000;CARENCIA;31545160
227882;569925;2024-01-17 09:17:10.000;CARENCIA;30240562
227883;569931;2024-01-17 09:35:15.000;CARENCIA;30240090
227890;569943;2024-01-17 10:57:00.000;CARENCIA;33204148
227891;569945;2024-01-17 11:00:17.000;CARENCIA;30662430
227893;569949;2024-01-17 11:16:32.000;CARENCIA;30285160
227898;569955;2024-01-17 12:11:56.000;CARENCIA;31160500
227899;569957;2024-01-17 12:45:29.000;CARENCIA;30330120
227903;569965;2024-01-17 14:03:55.000;CARENCIA;31990055
227909;569967;2024-01-17 14:59:45.000;CARENCIA;31920490
227912;569969;2024-01-17 15:10:56.000;CARENCIA;31842260
227913;569970;2024-01-17 15:21:54.000;CARENCIA;30260495
227916;569971;2024-01-17 15:26:29.000;CARENCIA;31250620
227922;569974;2024-01-17 16:37:02.000;CARENCIA;31910030
227925;572732;2024-04-05 12:03:19.000;NEFETIVADO;30315540
227936;569981;2024-01-18 08:50:12.000;CARENCIA;30575600
227937;569982;2024-01-18 08:52:31.000;EFETIVADO;30330900
227943;569988;2024-01-18 09:20:02.000;CARENCIA;30710270
227945;569990;2024-01-18 09:45:28.000;SUSPENSO;31845430
227947;569991;2024-01-18 10:00:50.000;CARENCIA;30664710
227955;570003;2024-01-18 13:09:48.000;CARENCIA;31070420
227981;570017;2024-01-19 08:21:25.000;CARENCIA;31650390
227982;570018;2024-01-19 08:32:27.000;CARENCIA;31910020
227990;570020;2024-01-19 10:02:48.000;CARENCIA;30620560
227992;570023;2024-01-19 10:22:26.000;CARENCIA;30285100
227995;570024;2024-01-19 10:47:17.000;CARENCIA;30160033
228009;570037;2024-01-19 14:48:42.000;CARENCIA;30535230
228020;570042;2024-01-19 17:17:23.000;CARENCIA;31530410
228025;570044;2024-01-19 20:06:15.000;CARENCIA;30840610
228028;570045;2024-01-20 08:50:23.000;CARENCIA;31230560
228064;570048;2024-01-22 07:35:14.000;CARENCIA;31550540
228067;570051;2024-01-22 08:31:23.000;CARENCIA;31210190
228068;570055;2024-01-22 08:57:48.000;CARENCIA;31990055
228072;570060;2024-01-22 09:44:16.000;CARENCIA;31975250
228074;476145;2020-07-04 17:43:20.000;ATIVO;31748600
228076;570070;2024-01-22 11:07:11.000;CARENCIA;31525240
228079;570078;2024-01-22 13:11:12.000;NEFETIVADO;31998608
228080;570079;2024-01-22 13:11:51.000;CARENCIA;31365010
228081;570086;2024-01-22 13:40:51.000;CARENCIA;30320050
228085;570085;2024-01-22 13:40:09.000;CARENCIA;31030470
228096;570096;2024-01-22 17:20:49.000;CARENCIA;31742636
228114;570097;2024-01-22 20:14:03.000;CARENCIA;31630480
228149;570112;2024-01-23 11:32:03.000;CARENCIA;31540560
228157;570116;2024-01-23 12:40:31.000;CARENCIA;31573370
228159;570119;2024-01-23 13:18:55.000;CARENCIA;30310550
228165;461234;2019-07-02 00:00:00.000;ATIVO;31080170
228167;570127;2024-01-23 15:13:06.000;CARENCIA;31515050
228168;570126;2024-01-23 15:11:42.000;CARENCIA;31840330
228170;570128;2024-01-23 15:18:00.000;CARENCIA;31310190
228179;570140;2024-01-23 17:56:31.000;CARENCIA;31515120
228209;570144;2024-01-24 08:27:53.000;CARENCIA;31155290
228210;570145;2024-01-24 08:29:04.000;EFETIVADO;30250496
228220;570161;2024-01-24 11:08:59.000;CARENCIA;30670270
228227;570162;2024-01-24 12:01:12.000;CARENCIA;31060330
228233;570166;2024-01-24 13:11:51.000;CARENCIA;30660585
228242;570177;2024-01-24 17:33:19.000;CARENCIA;30775360
228244;570179;2024-01-24 17:43:01.000;CARENCIA;31130310
228271;570185;2024-01-25 08:51:22.000;CARENCIA;30240101
228273;570190;2024-01-25 09:23:06.000;CARENCIA;31910790
228282;570203;2024-01-25 10:56:26.000;CARENCIA;30310010
228296;570214;2024-01-25 13:36:54.000;CARENCIA;31130000
228312;570222;2024-01-25 15:49:56.000;CARENCIA;31630575
228323;570225;2024-01-25 18:21:35.000;SUSPENSO;30220270
228327;570227;2024-01-25 20:24:04.000;CARENCIA;31741250
228336;570228;2024-01-26 08:28:26.000;CARENCIA;31975412
228340;570234;2024-01-26 09:13:25.000;CARENCIA;30250423
228341;570237;2024-01-26 09:36:18.000;CARENCIA;31010070
228343;570240;2024-01-26 10:12:16.000;CARENCIA;31130030
228344;570253;2024-01-26 12:21:09.000;CARENCIA;30662408
228345;570242;2024-01-26 10:43:44.000;CARENCIA;31570210
228350;570245;2024-01-26 11:09:12.000;CARENCIA;30451700
228358;570255;2024-01-26 12:29:16.000;CARENCIA;31030150
228362;570270;2024-01-26 14:09:43.000;CARENCIA;30870320
228366;570273;2024-01-26 14:48:20.000;CARENCIA;30840500
228367;509976;2024-01-26 00:00:00.000;ATIVO;30672250
228373;570279;2024-01-26 17:21:30.000;CARENCIA;30295300
228463;570285;2024-01-29 08:30:22.000;CARENCIA;31525120
228464;570286;2024-01-29 08:32:37.000;CARENCIA;31741455
228466;570288;2024-01-29 08:43:59.000;CARENCIA;30690380
228470;570303;2024-01-29 09:50:19.000;CARENCIA;31130420
228476;570312;2024-01-29 10:58:04.000;CARENCIA;31535670
228480;570314;2024-01-29 11:00:49.000;CARENCIA;30285340
228485;570322;2024-01-29 11:51:28.000;CARENCIA;31655220
228486;570324;2024-01-29 12:19:07.000;NEFETIVADO;31873130
228488;570328;2024-01-29 13:34:13.000;NEFETIVADO;31630530
228498;570333;2024-01-29 14:12:03.000;CARENCIA;31150490
228502;570337;2024-01-29 15:38:10.000;CARENCIA;31310400
228506;570344;2024-01-29 17:21:55.000;CARENCIA;30285310
228509;570349;2024-01-29 17:49:22.000;ATIVO;30150010
228524;570359;2024-01-30 09:44:12.000;CARENCIA;30130003
228525;570370;2024-01-30 10:44:08.000;CARENCIA;31990505
228527;570375;2024-01-30 11:36:41.000;CARENCIA;31155370
228530;570377;2024-01-30 11:52:51.000;CARENCIA;30240545
228531;570381;2024-01-30 12:45:40.000;NEFETIVADO;31230120
228532;570382;2024-01-30 12:52:07.000;CARENCIA;31155110
228533;570383;2024-01-30 12:56:38.000;CARENCIA;31720630
228535;570387;2024-01-30 14:18:40.000;CARENCIA;31660100
228536;570388;2024-01-30 14:37:55.000;CARENCIA;31975195
228537;570389;2024-01-30 14:51:47.000;CARENCIA;31930029
228538;570390;2024-01-30 15:00:33.000;CARENCIA;31050135
228543;570395;2024-01-30 16:45:28.000;NEFETIVADO;30250418
228544;570399;2024-01-30 17:36:38.000;CARENCIA;31540470
228564;570402;2024-01-31 08:25:11.000;CARENCIA;31998208
228568;570408;2024-01-31 10:10:46.000;CARENCIA;30230330
228569;570410;2024-01-31 10:15:23.000;CARENCIA;31230580
228571;570547;2024-02-05 09:45:27.000;ATIVO;30230450
228576;570420;2024-01-31 11:23:58.000;CARENCIA;31550240
228579;570427;2024-01-31 12:01:51.000;CARENCIA;30270400
228580;570429;2024-01-31 12:12:55.000;CARENCIA;30285180
228587;570440;2024-01-31 14:24:47.000;CARENCIA;30840420
228593;401830;2020-01-10 00:00:00.000;ATIVO;30692460
228595;570446;2024-01-31 16:00:20.000;CARENCIA;31930090
228596;570447;2024-01-31 16:10:14.000;CARENCIA;30642360
228597;570448;2024-01-31 16:23:56.000;CARENCIA;31270215
228599;570450;2024-01-31 16:46:55.000;SUSPENSO;31870650
228600;570451;2024-01-31 16:46:59.000;CARENCIA;31974068
228605;570453;2024-01-31 17:34:54.000;CARENCIA;31920250
228617;570457;2024-02-01 07:51:52.000;CARENCIA;31985480
228618;570459;2024-02-01 08:13:58.000;CARENCIA;31050280
228620;570461;2024-02-01 08:40:00.000;CARENCIA;31742432
228621;570462;2024-02-01 08:44:29.000;CARENCIA;31050135
228632;570465;2024-02-01 09:45:21.000;CARENCIA;30240094
228635;570467;2024-02-01 10:00:50.000;CARENCIA;31270170
228636;570468;2024-02-01 10:06:51.000;CARENCIA;31370667
228644;495081;2021-03-23 12:15:06.000;ATIVO;NULL
228653;570482;2024-02-01 13:22:07.000;CARENCIA;0
228654;570483;2024-02-01 13:51:26.000;CARENCIA;30421249
228662;570486;2024-02-01 00:00:00.000;CARENCIA;30160911
228662;570658;2024-02-07 00:00:00.000;ATIVO;30160911
228663;570488;2024-02-01 15:57:37.000;NEFETIVADO;31370580
228665;570491;2024-02-01 17:14:28.000;CARENCIA;31995110
228674;570831;2024-02-15 13:11:15.000;CARENCIA;31030130
228678;570495;2024-02-02 08:35:20.000;CARENCIA;31842400
228691;570508;2024-02-02 10:38:23.000;CARENCIA;31910030
228697;570515;2024-02-02 11:39:33.000;CARENCIA;31610490
228698;570516;2024-02-02 11:54:58.000;SUSPENSO;31746105
228699;570517;2024-02-02 12:08:02.000;CARENCIA;31910730
228700;570518;2024-02-02 13:29:12.000;CARENCIA;30520460
228706;570526;2024-02-02 14:44:17.000;CARENCIA;31960180
228711;570543;2024-02-05 09:02:35.000;CARENCIA;31742497
228721;570531;2024-02-03 08:36:49.000;CARENCIA;30220370
228723;570532;2024-02-03 09:06:39.000;CARENCIA;31080270
228731;570536;2024-02-03 12:21:59.000;CARENCIA;31680210
228760;570544;2024-02-05 09:09:45.000;CARENCIA;31748348
228762;570545;2024-02-05 09:21:19.000;CARENCIA;31742042
228767;570551;2024-02-05 11:02:49.000;CARENCIA;31720350
228770;570552;2024-02-05 11:14:55.000;CARENCIA;31010520
228776;570560;2024-02-05 12:43:33.000;CARENCIA;30570020
228777;570564;2024-02-05 12:59:37.000;CARENCIA;31130440
228784;570574;2024-02-05 14:39:34.000;CARENCIA;30642190
228785;570573;2024-02-05 14:38:16.000;CARENCIA;30140170
228786;570575;2024-02-05 14:49:38.000;CARENCIA;31580170
228790;570577;2024-02-05 15:23:41.000;CARENCIA;31540380
228792;550792;2023-03-08 15:19:53.000;ATIVO;31744581
228794;570579;2024-02-05 17:06:20.000;CARENCIA;31990600
228803;570580;2024-02-05 18:07:31.000;NEFETIVADO;30431315
228806;570581;2024-02-05 19:01:21.000;CARENCIA;31710360
228818;570584;2024-02-06 08:32:22.000;CARENCIA;31520420
228821;570586;2024-02-06 08:46:55.000;CARENCIA;30285180
228823;570587;2024-02-06 08:51:17.000;CARENCIA;31742606
228834;570594;2024-02-06 09:41:52.000;CARENCIA;30260530
